id,id_kompetisi,capaian,skala_kompetisi,kategori_peserta,waktu_selesai,last_update,waktu_mulai,nama_kegiatan,jenis_kegiatan,lembaga_penyelenggara,kategori_capaian,kategori_penghargaan,is_pusprenas,status_validasi
2097,AD3EBDB9-2C96-4314-AFE2-82C87823F038,Finalis,Nasional,Kelompok,2020-12-25,2023-12-22,2020-12-05,Business Plan Competition AMBIS,Lomba Mandiri atau Umum,Universitas,Apresiasi,Apresiasi,0,2
2098,6C6CE08C-A750-4439-A080-82D3E399B49A,Peserta,Nasional,Kelompok,2020-10-17,2023-12-22,2020-10-17,Statistika Ria dan Satria Data,Lomba Mandiri atau Umum,Kemendikbud,Apresiasi,Apresiasi,0,2
2099,0399B599-BEC0-4F55-BB09-82D8A8116FC5,Peserta,Lokal,Kelompok,2020-12-19,2023-12-22,2020-12-19,PETROLEAGUE 2020,Lomba Mandiri atau Umum,SPE ITS Student Chapter,Apresiasi,Apresiasi,0,2
2100,C6CB4084-9B34-4A07-8E30-82DCA92E2B45,Finalis,Nasional,Individu,2020-06-29,2023-12-22,2020-06-19,Lomba Opini Nasional 2020 oleh BEM FKIP Universitas Lampung bersama Rumah_Literasi.id,Lomba Mandiri atau Umum,BEM FKIP Universitas Lampung,Apresiasi,Apresiasi,0,2
2101,8D53C609-E2A7-4400-A005-82E0622CAD6F,Peserta,Nasional,Individu,2019-09-11,2023-12-22,2019-07-23,"Piranti Cerdas, Sistem Benam dan IoT",Pagelaran Mahasiswa Bidang TIK (GEMASTIK),Universitas Telkom,Apresiasi,Apresiasi,1,2
2102,D2CD7553-1AF9-4F8B-A6E6-82EB92923EB8,Peserta,Nasional,Individu,2020-06-21,2023-12-22,2020-05-21,Jagat Kreasi Mahasiswa,Lomba Mandiri atau Umum,BEM Fakultas sastra UM,Apresiasi,Apresiasi,0,2
2103,B170D501-3DF5-41BC-AC5F-82F629C79DAB,Juara 1/emas,Lokal,Kelompok,2019-11-17,2023-12-22,2019-10-31,ChemistryBusinessPlanCompetition2019,Lomba Mandiri atau Umum,Departemen Kimia Insitut Teknologi Sepuluh Nopember,Juara,Juara 1,0,2
2104,30250196-D2DF-499F-B960-83099FBF99A1,Peserta,Nasional,Kelompok,2019-11-11,2023-12-22,2019-11-03,UNAIR CUP cabang Softball,Lomba Mandiri atau Umum,UKM Softball UNAIR,Apresiasi,Apresiasi,0,2
2105,A38670FE-77C0-4908-A97C-831C6B9CC10A,Peserta,Nasional,Kelompok,2020-11-22,2023-12-22,2020-11-01,TERRACOMPETITION 2020,Lomba Mandiri atau Umum,Kementerian Lingkungan Hidup Eksekutif Mahasiswa Universitas Brawijaya,Apresiasi,Apresiasi,0,2
2106,A5472BBA-8AA7-4403-BD0C-832284F0F261,Juara 3/perunggu,Nasional,Individu,2018-12-22,2023-12-22,2018-12-16,Mural Competition Art and Culture Fest UNESA,Lomba Mandiri atau Umum,Universitas Negeri Surabaya,Juara,Juara 3,0,2
2107,2F5FAF99-5525-45A0-983C-83317BB6A639,Peserta,Nasional,Individu,2017-10-21,2023-12-22,2017-10-21,Xenodermus Photography 2017,Lomba Mandiri atau Umum,Himpunan Mahasiswa Biologi UNPAD,Apresiasi,Apresiasi,0,2
2108,5D8BA9A2-A4CA-44FA-A1E5-83443E2A1C52,Peserta dengan pengakuan/apresiasi,Nasional,Kelompok,2019-09-13,2023-12-22,2019-09-12,Suroboyo Creative Week Master Class 2019,Lomba Mandiri atau Umum,Badan Pariwisata dan Ekonomi Kreatif,Apresiasi,Apresiasi,0,2
2109,946B7B35-1F42-401A-8375-835E2D1B00E3,Peserta,Nasional,Kelompok,2020-09-12,2023-12-22,2020-08-21,Statistics Infographic Competition (SIC) Satria Data 2020,Lomba Mandiri atau Umum,Pusat Prestasi Nasional,Apresiasi,Apresiasi,0,2
2110,8542A3B6-6455-4B50-835F-83601B570627,Peserta,Nasional,Kelompok,2020-11-01,2023-12-22,2020-09-03,SWAG 2020,Lomba Mandiri atau Umum,HIMATIPA UGM,Apresiasi,Apresiasi,0,2
2111,2203DAF2-B62D-4619-B61B-836BB5BE1D6F,Peserta,Nasional,Individu,2020-05-25,2023-12-22,2020-04-03,Kompetisi Poster Tahun 2020,Lomba Mandiri atau Umum,Pusat Prestasi Nasional Kementrian Pendidikan dan Kebudayaan,Apresiasi,Apresiasi,0,2
2112,29F666A6-8032-427B-9539-8387D4694BEE,Juara 1/emas,Lokal,Individu,2018-12-16,2023-12-22,2018-11-29,MABA CUP,Lomba Mandiri atau Umum,LMB ITS,Juara,Juara 1,0,2
2113,C1D8B62A-090F-46FB-9988-839117F63036,Peserta,Nasional,Individu,2020-11-10,2023-12-22,2020-09-22,Lomba Cipta Puisi Nasional,Lomba Mandiri atau Umum,Himpunan Mahasiswa Program Studi Pendidikan Bahasa Indonesia Universitas PGRI Adi Buana Surabaya.,Apresiasi,Apresiasi,0,2
2114,57ABC005-A303-4F0D-9494-83B29FF670FF,Peserta,Nasional,Individu,2020-09-04,2023-12-22,2020-09-02,"Lomba ""Sketch From Home"" by HIMDI BINUS Bandung",Lomba Mandiri atau Umum,HIMDI BINUS Bandung,Apresiasi,Apresiasi,0,2
2115,052C32A4-1B92-4503-BDCD-83C45AFDB3C9,Finalis,Nasional,Kelompok,2020-12-21,2023-12-22,2020-10-06,LKTIN MINEVENT,Lomba Mandiri atau Umum,Himpunan Mahasiswa Teknik Pertambangan UPN Veteran Yogyakarta,Apresiasi,Apresiasi,0,2
2116,A0406988-10EF-41E6-BF2F-83E407203ABE,Juara 1/emas,Internasional,Individu,2020-12-23,2023-12-22,2020-12-18,I2ASPO,Lomba Mandiri atau Umum,IYSA,Juara,Juara 1,0,2
2117,E2E750B0-0F0F-4808-94A4-83E4416B5500,Juara 1/emas,Lokal,Kelompok,2020-09-12,2023-12-22,2020-03-15,Biology Writing Competition,Lomba Mandiri atau Umum,Himpunan Mahasiswa Biologi ITS,Juara,Juara 1,0,2
2118,FAAB86B1-9462-4C8F-B64B-83E8C7824258,Juara 1/emas,Lokal,Individu,2020-11-24,2023-12-22,2020-11-23,Pemilihan Duta Lalu Lintas Kabupaten Ponorogo,Lomba Mandiri atau Umum,Polres Kabupaten Ponorogo,Juara,Juara 1,0,2
2119,B43C1E6D-E4D0-4AF9-8935-83F0F54C812C,Finalis,Nasional,Kelompok,2020-12-17,2023-12-22,2020-11-25,BBMCC (Bursa Eksakta Business Model Canvas Competition),Lomba Mandiri atau Umum,Univesitas Airlangga,Apresiasi,Apresiasi,0,2
2120,E45C27CD-77F9-407D-A94B-83F909786ECD,Juara 2/perak,Lokal,Individu,2018-11-21,2023-12-22,2018-10-31,Dies Natalis 58 ITS,Lomba Mandiri atau Umum,Institut Teknologi Sepuluh Nopember,Juara,Juara 2,0,2
2121,EC725B57-5C23-465F-9113-8401F947C778,Peserta,Nasional,Kelompok,2020-12-03,2023-12-22,2020-11-05,"Lomba Essai Nasional ""Integer""",Lomba Mandiri atau Umum,Himpunan Mahasiswa Jurusan Informatika - Universitas Pendidikan Ganesha,Apresiasi,Apresiasi,0,2
2122,ED528D74-F348-44B2-B865-840FB8EADD01,Juara 3/perunggu,Nasional,Individu,2020-02-19,2023-12-22,2020-01-27,Essay Competition Geophysical Project 2020,Lomba Mandiri atau Umum,HMGI wilayah III,Juara,Juara 3,0,2
2123,648F1C40-C434-4044-815E-8414A5611F7A,Peserta,Lokal,Individu,2019-12-01,2023-12-22,2019-11-01,Maba Cup 2019 Kompetisi Tenis Lapangan Kategori Tunggal Putri,Lomba Mandiri atau Umum,Lembaga Minat Bakat ITS,Apresiasi,Apresiasi,0,2
2124,9B4D840E-6210-4EC9-B1FD-84412569B5FE,Juara 1/emas,Lokal,Kelompok,2018-11-30,2023-12-22,2018-10-01,Dies Natalis 58 ITS Cabor Catur,Lomba Mandiri atau Umum,ITS,Juara,Juara 1,0,2
2125,F0BBE46D-9FEF-49A3-80E8-844C5D9F6A54,Peserta,Nasional,Kelompok,2020-11-29,2023-12-22,2019-12-19,Program Kreativitas Mahasiswa 2020,Program Kreativitas Mahasiswa (PKM),Kemendikbud Direktorat Pembelajaran dan Kemahasiswaan,Apresiasi,Apresiasi,1,2
2126,005CA8F6-29A6-4652-B56A-848D40DF3C90,Peserta,Nasional,Kelompok,2020-09-06,2023-12-22,2020-08-23,Calculus Cup,Lomba Mandiri atau Umum,HIMATIKA ITS,Apresiasi,Apresiasi,0,2
2127,CE681C49-DD02-43BA-BD40-84C820D4C7F4,Juara 1/emas,Internasional,Kelompok,2019-08-16,2023-12-22,2019-08-11,FIRA Roboworldcup 2019,International Robot Contest,FIRA,Juara,Juara 1,1,2
2128,51924473-BBE6-4E39-AAE2-84E8F8C12A79,Peserta,Lokal,Kelompok,2019-03-29,2023-12-22,2019-03-29,Calculus Cup,Lomba Mandiri atau Umum,HIMATIKA ITS,Apresiasi,Apresiasi,0,2
2129,E53B564E-4167-4C99-AA00-84F134070351,Peserta,Nasional,Kelompok,2020-10-24,2023-12-22,2020-10-21,Gemastik XIII,Pagelaran Mahasiswa Bidang TIK (GEMASTIK),Pusat Prestasi Nasional,Apresiasi,Apresiasi,1,2
2130,5E528491-CC1B-4C86-A085-84FEA2ED67B7,Peserta,Internasional,Kelompok,2019-01-31,2023-12-22,2019-01-30,26th Singapore Robotic Games 2019,International Robot Contest,IEEE Robotics and Automation Society Singapore Chapter,Apresiasi,Apresiasi,1,2
2131,CB623F4F-6B19-44DF-9FE5-8516CA11DE7B,Finalis,Nasional,Individu,2020-09-13,2023-12-22,2020-09-10,Pemilihan Mahasiswa Berprestasi Nasional 2020,Pemilihan Mahasiswa Berprestasi (PILMAPRES),Kemdikbud RI,Apresiasi,Apresiasi,1,2
2132,AEE9E20C-98EC-4640-91C9-8522A3942C22,Peserta,Nasional,Kelompok,2020-10-23,2023-12-22,2020-07-23,GEMASTIK XIII,Pagelaran Mahasiswa Bidang TIK (GEMASTIK),Universitas Telkom Bandung,Apresiasi,Apresiasi,1,2
2133,FE59ACAE-C214-4D23-BC1F-8522F3CDF09D,Peserta,Nasional,Individu,2020-08-28,2023-12-22,2020-08-03,Lomba Seni Sastra Secara Online Tingkat Nasional,Lomba Mandiri atau Umum,Kemahasiswaan Universitas Brawijaya,Apresiasi,Apresiasi,0,2
2134,4A8F2EA8-8DCF-4DAB-A235-8551BBF80265,Peserta,Nasional,Individu,2020-10-18,2023-12-22,2020-09-18,Lomba Menulis Cerpen Ke-10,Lomba Mandiri atau Umum,Tulis.me,Apresiasi,Apresiasi,0,2
2135,72670183-8DA5-4127-961A-8554758D3D5F,Finalis,Nasional,Kelompok,2021-01-08,2023-12-22,2020-10-01,Computerun,Lomba Mandiri atau Umum,Informatika BINUS,Apresiasi,Apresiasi,0,2
2136,8AADFC11-0561-4D05-B8F4-85575564D530,Peserta,Nasional,Kelompok,2020-09-12,2023-12-22,2020-08-07,Karya Tulis Ilmiah GEMASTIK XIII 2020,Pagelaran Mahasiswa Bidang TIK (GEMASTIK),Kementerian Pendidikan dan Kebudayaan,Apresiasi,Apresiasi,1,2
2137,41D98661-668B-48D5-BAF2-857B5AF8FE78,Juara 1/emas,Nasional,Individu,2019-04-21,2023-12-22,2019-04-18,Makassar Model United Nations,Lomba Mandiri atau Umum,Universitas Hasanuddin,Juara,Juara 1,0,2
2138,71BA4237-EF04-4AEF-86F2-858BF11CB11D,Juara 3/perunggu,Nasional,Individu,2020-12-20,2023-12-22,2020-12-20,Olimpiade Sains Mahasiswa (Kebumian - Geografi)Tingkat Mahasiswa dan Guru Se-Indonesia,Lomba Mandiri atau Umum,Pelatihan Olimpiade Sains Indonesia,Juara,Juara 3,0,2
2139,7D1BD52C-8FD2-43BD-96BB-858FB049C4AD,Juara 2/perak,Regional,Individu,2019-05-03,2023-12-22,2019-05-03,English Speech Competition,Lomba Mandiri atau Umum,Universitas Airlangga,Juara,Juara 2,0,2
2140,56279C60-48CF-45D9-BAAA-859A31ABB1D0,Peserta dengan pengakuan/apresiasi,Lokal,Kelompok,2020-12-19,2023-12-22,2020-11-09,Petroleague Case Study Competition,Lomba Mandiri atau Umum,Institut Teknologi Sepuluh Nopember SPE Student Chapter,Apresiasi,Apresiasi,0,2
2141,EE776152-FDEB-4AD3-A8B0-859D33053DE7,Peserta,Nasional,Kelompok,2020-04-25,2023-12-22,2020-04-01,Kompetisi Poster Tahun 2020,Lomba Mandiri atau Umum,Pusat Prestasi Nasional  Kementrian Pendidikan dan Kebudayaan,Apresiasi,Apresiasi,0,2
2142,9D97505C-C546-4827-9B1E-85BF8398BC8C,Finalis,Nasional,Individu,2020-07-31,2023-12-22,2020-05-12,Lomba Puisi Nasional 2020,Lomba Mandiri atau Umum,Global Youth Action,Apresiasi,Apresiasi,0,2
2143,81D18601-18C4-4083-90A9-85F125932197,Finalis,Nasional,Kelompok,2019-10-20,2023-12-22,2019-07-20,Maritime Festival Deconbotion 2019,Lomba Mandiri atau Umum,Departemen S1 Teknik Perkapalan Fakultas Teknik Universitas Dipenogoro,Apresiasi,Apresiasi,0,2
2144,AA2550C1-0327-4C25-B56B-860BF5A55533,Peserta,Internasional,Individu,2020-10-18,2023-12-22,2020-10-17,Surabaya Model United Nations 2020,Lomba Mandiri atau Umum,Surabaya Model United Nations,Apresiasi,Apresiasi,0,2
2145,D4084908-1DC9-42DD-BD66-861576407BE1,Finalis,Nasional,Kelompok,2018-11-15,2023-12-22,2018-09-29,Sriwijaya National Engineering Poster Contest SNEPCO UNSRI,Lomba Mandiri atau Umum,Universitas Sriwijaya,Apresiasi,Apresiasi,0,2
2146,508D169D-226B-40C1-8A34-862D6D7FB531,Peserta,Nasional,Kelompok,2019-07-10,2023-12-22,2019-04-19,Program Kreativitas Mahasiswa,Program Kreativitas Mahasiswa (PKM),Ristekdikti,Apresiasi,Apresiasi,1,2
2147,7ECDF339-103C-425C-A476-86974158D0AC,Juara 1/emas,Lokal,Individu,2020-08-12,2023-12-22,2020-06-17,Bimits Competition (New Normal Edition),Lomba Mandiri atau Umum,Bidikmisi ITS,Juara,Juara 1,0,2
2148,85BFC9A5-7C36-4FEE-9D57-86CDE6C574D2,Juara 2/perak,Nasional,Kelompok,2020-12-19,2023-12-22,2020-12-16,Lomba UX Design Codig (Code Up Your Technologies) 3.0,Lomba Mandiri atau Umum,Fakultas Ilmu Komputer Universitas Mercu Buana,Juara,Juara 2,0,2
2149,C992664C-22B3-4F92-9D82-86E494A819F7,Peserta,Nasional,Kelompok,2020-10-16,2023-12-22,2020-09-01,Big Data Challnege,Lomba Mandiri atau Umum,Pusat Prestasi Nasional Kementerian Pendidikan dan Kebudayaan,Apresiasi,Apresiasi,0,2
2150,BF430471-BD93-492D-968B-86E66C2D3F4E,Peserta,Nasional,Individu,2019-08-04,2023-12-22,2019-08-04,MTQMN Cabang 20 Juz,Musabaqah Tilawatil Qur’an Mahasiswa Nasional (MTQMN),Ristekdikti,Apresiasi,Apresiasi,1,2
2151,97B17B10-7BAB-4C39-B0A1-87299DF87323,Juara 3/perunggu,Nasional,Kelompok,2020-10-05,2023-12-22,2019-10-01,KRTI 2019 Divisi VTOL,Kontes Robot Terbang Indonesia (KRTI),Kemenristek Dikti,Juara,Juara 3,1,2
2152,61CDE248-8EC4-431B-980D-87328F1D0DC7,Juara 2/perak,Nasional,Individu,2020-03-15,2023-12-22,2020-03-14,UKKH CHAMPIONSHIP 2020,Lomba Mandiri atau Umum,Unit Kegiatan Kerohanian Hindu Universitas Surabaya,Juara,Juara 2,0,2
2153,E33EB3DE-DF48-45C3-90D3-876B624211B6,Finalis,Nasional,Kelompok,2020-07-27,2023-12-22,2020-06-27,Agrixpolsion2020,Lomba Mandiri atau Umum,"HIMA Penyuluhan & Komunikasi Pertanian, Biro Kemahasiswaan dan Alumni UNS Surakarta",Apresiasi,Apresiasi,0,2
2154,079ADB01-78F6-4DDF-BD24-878B74566122,Juara 3/perunggu,Lokal,Individu,2019-11-16,2023-12-22,2019-11-16,ITS MUN General Assembly 2019,Lomba Mandiri atau Umum,ITS MUN Club,Juara,Juara 3,0,2
2155,4BC1AF00-836A-4DEC-9375-87B78A8A5FC1,Peserta,Internasional,Individu,2019-11-07,2023-12-22,2019-11-07,Ikut Forum Pemuda Internasional (IFPI),Lomba Mandiri atau Umum,Ikut Lomba,Apresiasi,Apresiasi,0,2
2156,8C7073F1-FFF7-484C-A46D-87D23368FE9B,Finalis,Nasional,Kelompok,2020-12-17,2023-12-22,2020-10-16,Bursa Eksakta Business Model Canvas Competition 2020,Kompetisi Bisnis Mahasiswa Indonesia (KBMI),Universitas Airlangga,Apresiasi,Apresiasi,1,2
2157,5B8B18BE-2DA2-4057-9E8A-87D8BBE8E7B6,Juara 1/emas,Lokal,Individu,2019-02-04,2023-12-22,2019-02-02,Kompetisi Paper Folding Architecture Education Exhibition (AR-EX),Lomba Mandiri atau Umum,"Departemen Arsitektur, Fakultas Arsitektur Desain dan Perencanaan ITS",Juara,Juara 1,0,2
2158,EE876BB1-8E83-4639-9FA1-87DC7700B3AF,Peserta,Nasional,Individu,2020-07-25,2023-12-22,2020-06-17,Poster Design Competition,Lomba Mandiri atau Umum,Bidikmisi ITS,Apresiasi,Apresiasi,0,2
2159,91D1265C-E2AF-451D-AB87-87DE474AC21C,Juara 1/emas,Regional,Individu,2020-09-10,2023-12-22,2020-08-14,Kompetisi Karya Tulis Ilmiah Pengembangan Kabupaten Layak Pemuda 2020,Lomba Mandiri atau Umum,"Dinas Pemuda dan Olahraga kabupaten Lamandau, Kalimantan Tengah",Juara,Juara 1,0,2
2160,A8A5E83A-1AA5-4DA3-ADA6-87DF0CCEBCBE,Finalis,Nasional,Kelompok,2020-11-22,2023-12-22,2020-09-10,"Lomba Business Plan ""Golden Entrepreneur Competition 2020""",Lomba Mandiri atau Umum,Lingkar Studi Mahasiswa Ekonomi Universitas Brawijaya,Apresiasi,Apresiasi,0,2
2161,1410E82F-E884-49AB-8D20-8824359A76E5,Peserta,Nasional,Individu,2020-10-27,2023-12-22,2020-09-07,"Energy, Sustainability, and Society : Idemu untuk Negeri",Lomba Mandiri atau Umum,Energy Academy Indonesia,Apresiasi,Apresiasi,0,2
2162,3CD18C25-4966-44D8-AE96-8830E53A5603,Peserta dengan pengakuan/apresiasi,Lokal,Individu,2019-09-08,2023-12-22,2019-09-07,Kejuaraan Daerah Racing Adventure IOF Jatim 2019,Lomba Mandiri atau Umum,Indonesia Offroad Federation Jawa Timur,Apresiasi,Apresiasi,0,2
2163,96C8FCA9-285B-4F2F-9E22-885B1CF209A8,Peserta,Nasional,Kelompok,2020-10-03,2023-12-22,2020-07-27,Online Scientific Paper Competition TICA,Lomba Mandiri atau Umum,Tokyo Tech Indonesian Commitment Award 2020 (TICA),Apresiasi,Apresiasi,0,2
2164,707EE3E9-E8D9-40EA-A545-88A35C097057,Peserta,Nasional,Kelompok,2021-02-13,2023-12-22,2021-01-18,World Cancer Day Competition 2021,Lomba Mandiri atau Umum,Fakultas Kedokteran Universitas Udayana,Apresiasi,Apresiasi,0,2
2165,861B9B57-D169-43E1-8C03-88AB195622D0,Peserta,Nasional,Individu,2020-11-01,2023-12-22,2020-10-05,Flarity National Essay Event (FINESSE) 2020 in College Category,Lomba Mandiri atau Umum,LNG Academy (Badak LNG),Apresiasi,Apresiasi,0,2
2166,68EAB234-45BA-448D-815F-88B999B83398,Peserta dengan pengakuan/apresiasi,Nasional,Kelompok,2019-12-30,2023-12-22,2019-12-20,Industrial Problem Solving,Lomba Mandiri atau Umum,Departemen Teknik Kimia USU denan PT INALUM (Persero),Apresiasi,Apresiasi,0,2
2167,72258CBE-EA07-491D-88F4-88BB051CEBE8,Peserta,Nasional,Kelompok,2020-10-05,2023-12-22,2020-09-21,Diponegoro Business Case Competition 2020,Lomba Mandiri atau Umum,MSA FEB UNDIP,Apresiasi,Apresiasi,0,2
2168,65ED9141-4FBE-4A42-A00C-88D8815C851A,Peserta,Nasional,Individu,2019-08-26,2023-12-22,2019-06-10,Kreatory Short Story Telling National Competition 2019,Lomba Mandiri atau Umum,Kreatory,Apresiasi,Apresiasi,0,2
2169,4A045DBC-DD31-4B8B-97CB-8902603F81D9,Finalis,Nasional,Kelompok,2020-12-20,2023-12-22,2020-12-16,Workshop and Business plan competition 2020,Lomba Mandiri atau Umum,Indonesia Millenial Connect,Apresiasi,Apresiasi,0,2
2170,181533DD-FB11-4733-B916-8902BB7B72D8,Juara 2/perak,Lokal,Individu,2020-02-01,2023-12-22,2019-11-08,Musabaqah Tilawatil Qur'an (MTQ) ITS Cabang Musabaqah Fahmil Qur'an (MFQ),Musabaqah Tilawatil Qur’an Mahasiswa Nasional (MTQMN),ITS Quranic Studies,Juara,Juara 2,1,2
2171,451224A9-465B-4766-A625-892AF1BD0786,Juara 1/emas,Regional,Individu,2020-10-16,2023-12-22,2020-09-01,ITS Talent 2020 Stand Up Comedy,Lomba Mandiri atau Umum,ITS Lustrum XII,Juara,Juara 1,0,2
2172,CE761A44-52D7-4EA8-A51F-89A261F53906,Peserta,Nasional,Kelompok,2019-11-10,2023-12-22,2019-11-05,LOGIKA 2020,Lomba Mandiri atau Umum,Himpunan Mahasiswa Departemen Matematika Universitas Indonesia,Apresiasi,Apresiasi,0,2
2173,F64B341A-AB59-486D-80C2-89A8ACCE2898,Juara 2/perak,Lokal,Kelompok,2019-11-12,2023-12-22,2019-11-05,IBC Intern Cup 2019,Lomba Mandiri atau Umum,UKM Badminton ITS,Juara,Juara 2,0,2
2174,2A30BEF0-C808-4ED6-8BB1-89CF2F92F566,Juara 1/emas,Lokal,Individu,2020-12-03,2023-12-22,2020-12-03,Huawei ICT Competition,Lomba Mandiri atau Umum,Huawei,Juara,Juara 1,0,2
2175,FF598736-E0FE-484A-854D-89D604FDCB4F,Peserta,Nasional,Kelompok,2020-08-15,2023-12-22,2020-06-28,UNY National Cartesion 2020,Kompetisi Bisnis Mahasiswa Indonesia (KBMI),Universitas Negeri Yogyakarta,Apresiasi,Apresiasi,1,2
2176,45D9B170-7B44-4F2B-9F45-8A016C7BD61E,Finalis,Nasional,Individu,2020-09-08,2023-12-22,2020-03-07,IFCC 2020,Lomba Mandiri atau Umum,BPIPI Kementrian Perindustrian,Apresiasi,Apresiasi,0,2
2177,7659A883-F481-459D-A595-8A022E3CC8BF,Peserta,Nasional,Kelompok,2020-08-19,2023-12-22,2020-03-10,Satu Ruang 2020,Lomba Mandiri atau Umum,Desain Interior UPH,Apresiasi,Apresiasi,0,2
2178,31D4CA59-0294-4804-9C1B-8A09D0D58DB8,Peserta dengan pengakuan/apresiasi,Internasional,Kelompok,2020-08-17,2023-12-22,2020-08-14,Singapore AUV Challenge,Lomba Mandiri atau Umum,IEEE OES Singapore,Apresiasi,Apresiasi,0,2
2179,4D9E3F7C-79B6-4137-9F19-8A16CC347B9C,Peserta,Internasional,Individu,2020-06-15,2023-12-22,2020-02-01,2020 international contest for young people,Lomba Mandiri atau Umum,Goi Peace Foundation,Apresiasi,Apresiasi,0,2
2180,4924F3D7-BC4A-49B2-96D4-8A838063277D,Peserta,Nasional,Individu,2020-09-27,2023-12-22,2020-09-27,Essay Competition NESCO 2020,Lomba Mandiri atau Umum,Nano Reserach Society FT Universitas Indonesia (UI),Apresiasi,Apresiasi,0,2
2181,8F9CDACC-4B42-42FF-9538-8A90E126E825,Finalis,Nasional,Individu,2020-09-30,2023-12-22,2020-08-06,Lomba Esai Nasional UKM Riset dan Teknologi 2020 UIN walisongo Semarang,Lomba Mandiri atau Umum,UKM riset dan Teknologi UIN walisongo Semarang,Apresiasi,Apresiasi,0,2
2182,650CD1CB-589B-4013-A4C7-8AAE262D088E,Peserta,Nasional,Kelompok,2019-12-31,2023-12-22,2019-09-01,Program Kreativitas Mahasiswa (PKM),Program Kreativitas Mahasiswa (PKM),DIKTI,Apresiasi,Apresiasi,1,2
2183,D00DB135-1AFA-431C-B559-8AD1F4325083,Peserta dengan pengakuan/apresiasi,Regional,Individu,2019-03-30,2023-12-22,2019-03-30,Festival Band Pentas Musik Jingle Pemilu 2019,Lomba Mandiri atau Umum,Komisi Pemilihan Umum,Apresiasi,Apresiasi,0,2
2184,9E9A181E-5908-47F9-9DEC-8AD44123DEC7,Juara 3/perunggu,Lokal,Individu,2020-09-23,2023-12-22,2020-09-21,Lomba Catur Online ITS Virtual Sportainment 2020,Lomba Mandiri atau Umum,ITS,Juara,Juara 3,0,2
2185,79AABF13-7623-45E8-8DD9-8B110085FFFE,Juara 2/perak,Nasional,Kelompok,2018-09-16,2023-12-22,2018-09-15,"Turnamen Bridge Nasional ""Rektor Cup V UB""",Lomba Mandiri atau Umum,Universitas Brawijaya,Juara,Juara 2,0,2
2186,419629DA-0437-4E48-B18C-8B1CA276F57F,Peserta,Nasional,Individu,2020-04-25,2023-12-22,2020-04-20,KOMPETISI POSTER 2020,Lomba Mandiri atau Umum,KEMENTRIAN PENDIDIKAN DAN KEBUDAYAAN PUSAT PRESTASI NASIONAL,Apresiasi,Apresiasi,0,2
2187,99509356-2A8A-4351-96F4-8B1E5E85B1A8,Juara 1/emas,Nasional,Kelompok,2020-11-30,2023-12-22,2020-11-26,KMHE 2020,Kontes Mobil Hemat Energi (KMHE),Universitas Indonesia,Juara,Juara 1,1,2
2188,99803AD9-803A-43A4-B8D8-8B228DA93A9A,Juara 2/perak,Nasional,Individu,2021-01-10,2023-12-22,2020-10-23,Online National Essay Competition,Lomba Mandiri atau Umum,Indonesian Young Science Association wilayah Sumatera,Juara,Juara 2,0,2
2189,2BDE20EE-DB8F-4F31-95C5-8B3452980C99,Finalis,Nasional,Kelompok,2019-09-08,2023-12-22,2019-06-21,COMPFEST 11 Indie Game Ignite,Lomba Mandiri atau Umum,"Faculty of Computer Science, University of Indonesia",Apresiasi,Apresiasi,0,2
2190,FC8BFB03-57AD-445D-A197-8B56ED42AFC4,Peserta dengan pengakuan/apresiasi,Internasional,Kelompok,2020-11-29,2023-12-22,2020-11-27,Indonesia Inventors Day (IID) 2020,Lomba Mandiri atau Umum,INNOPA,Apresiasi,Apresiasi,0,2
2191,511B27E4-2D8C-46E3-B4FA-8B60009C64BF,Juara harapan,Nasional,Kelompok,2020-10-24,2023-12-22,2020-08-06,Karya Tulis Ilmiah TIK,Pagelaran Mahasiswa Bidang TIK (GEMASTIK),"Pusat Prestasi Nasional, Kementrian Pendidikan dan Kebudayaan",Apresiasi,Apresiasi,1,2
2192,B831CA68-86E4-46FC-A6B1-8B7D31481A28,Peserta,Nasional,Kelompok,2019-12-11,2023-12-22,2019-12-11,Boat Race Competition PPNS 2019,Lomba Mandiri atau Umum,Politeknik Perkapalan Negeri Surabaya,Apresiasi,Apresiasi,0,2
2193,702EAA23-DEA8-4E61-995C-8B93DCCC81A8,Finalis,Nasional,Kelompok,2020-11-21,2023-12-22,2020-11-20,Rasio 2020,Lomba Mandiri atau Umum,HIMASTA UNPAD,Apresiasi,Apresiasi,0,2
2194,88A058C2-F1E7-4A3A-9FD0-8BB1C17EC3AC,Juara harapan,Internasional,Kelompok,2020-06-28,2023-12-22,2020-02-16,3rd World Bridge Federation Youth Online Tournaments,Lomba Mandiri atau Umum,World Bridge Federations,Apresiasi,Apresiasi,0,2
2195,96C6F936-DEC3-40A0-8B27-8BCF731B5A23,Peserta,Nasional,Individu,2019-10-26,2023-12-22,2019-10-20,GEMASTIK XII TAHUN 2019,Pagelaran Mahasiswa Bidang TIK (GEMASTIK),Telkom University,Apresiasi,Apresiasi,1,2
2196,109F4C14-10A1-49B1-84C2-8BF04FE57175,Peserta,Internasional,Kelompok,2020-10-18,2023-12-22,2020-10-15,"Poster Competition for Student, IBOC 5th (International Biology Conference) 2020",Lomba Mandiri atau Umum,Biology Department Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,0,2
