id,id_kompetisi,capaian,skala_kompetisi,kategori_peserta,waktu_selesai,last_update,waktu_mulai,nama_kegiatan,jenis_kegiatan,lembaga_penyelenggara,kategori_capaian,kategori_penghargaan,is_pusprenas,status_validasi
2197,93EEA954-1573-4FB4-9A40-8C0696F92DF4,Peserta,Nasional,Kelompok,2020-03-08,2023-12-22,2020-03-07,Aku Untuk Indonesiaku 2020,Lomba Mandiri atau Umum,Universitas Kristen Petra,Apresiasi,Apresiasi,0,2
2198,FA015263-C526-4579-8A4E-8C2CE3015763,Juara harapan,Nasional,Kelompok,2019-11-29,2023-12-22,2019-11-27,LKTI Dinas Kehutanan Jawa Timur,Lomba Mandiri atau Umum,Dinas Kehutanan Jawa Timur,Apresiasi,Apresiasi,0,2
2199,4B9CA356-086B-4CEB-A29E-8C57501D7B26,Peserta,Nasional,Kelompok,2020-11-23,2023-12-22,2020-10-10,Hornbill Creativity Action Universitas Palangkaraya (HOCREATION-UPR) 2020,Lomba Mandiri atau Umum,Universitas Palangka Raya,Apresiasi,Apresiasi,0,2
2200,B30F002B-0EEE-46A3-A062-8C773A3230FA,Peserta,Nasional,Kelompok,2020-10-28,2023-12-22,2020-10-08,Indonesia SDG Debate Competition 2020,Lomba Mandiri atau Umum,"SDG Academy Indonesia (UNDP Indonesia, Tanoto Education, BAPPENAS)",Apresiasi,Apresiasi,0,2
2201,C32FCF54-7575-4F62-800E-8CB281B0CCFA,Peserta,Nasional,Individu,2021-02-06,2023-12-22,2021-02-06,E2C,Lomba Mandiri atau Umum,FKPI Universitas Jember,Apresiasi,Apresiasi,0,2
2202,4380D42C-2996-401B-A7F0-8CEF987E37B1,Peserta,Nasional,Kelompok,2020-09-06,2023-12-22,2020-08-23,Calculus Competition (CAPTION) 2020,Lomba Mandiri atau Umum,Himatika Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,0,2
2203,B85D9666-2348-44C1-B5B5-8D278F112C10,Peserta,Internasional,Individu,2020-05-30,2023-12-22,2020-05-29,Petrobowl Asia Pacific Regional Qualifiers (APRQ) 2020,Lomba Mandiri atau Umum,Society of Petroleum Engineers International,Apresiasi,Apresiasi,0,2
2204,5C219FCE-3CBC-4EC1-A77A-8D5BBC927C77,Finalis,Nasional,Kelompok,2020-10-24,2023-12-22,2020-07-22,Gemastik XIII,Pagelaran Mahasiswa Bidang TIK (GEMASTIK),Universitas Telkom Bandung,Apresiasi,Apresiasi,1,2
2205,7DF4257E-5F87-42F0-8F81-8DA06E016B3B,Finalis,Nasional,Kelompok,2020-03-10,2023-12-22,2020-03-09,Lomba Karya Tulis Ilmiah Mahasiswa Nasional MATHFAIR 2020,Lomba Mandiri atau Umum,Himpunan Mahasiswa Matematika Unversitas Negeri Medan,Apresiasi,Apresiasi,0,2
2206,6F32AF13-D3C6-49D7-A9F6-8DC075C20B02,Juara 1/emas,Lokal,Individu,2020-09-12,2023-12-22,2020-08-10,Enterpreneur Challenge,Lomba Mandiri atau Umum,HIMATIKA - ITS,Juara,Juara 1,0,2
2207,C8F08A4B-4FDC-4E68-ABD2-8DF3E62B812E,Finalis,Nasional,Kelompok,2021-10-10,2023-12-22,2020-03-17,Liga Musik Kampus 2020,Lomba Mandiri atau Umum,Kemendikbud,Apresiasi,Apresiasi,0,2
2208,3C9B1D16-BA2B-454A-A596-8DF8294D9B8E,Juara 1/emas,Nasional,Kelompok,2018-07-15,2023-12-22,2018-07-09,Kejuaraan Nasional Bridge Kategori Pasangan U-21,Lomba Mandiri atau Umum,GABSI Indonesia,Juara,Juara 1,0,2
2209,2FAB30BC-79B1-46FD-B015-8DFE459EA429,Juara 3/perunggu,Nasional,Kelompok,2020-10-27,2023-12-22,2020-05-10,PIES SBCC 2020,Lomba Mandiri atau Umum,Universitas Padjajaran,Juara,Juara 3,0,2
2210,FE21ADD0-D26E-4181-AA66-8E220EF3696C,Peserta,Lokal,Kelompok,2020-04-12,2023-12-22,2020-04-08,LSCM CHAMPIONSHIP 1st Edition 2020,Lomba Mandiri atau Umum,Logistic and Supply Chain Management Laboratory - Teknik Sistem dan Industri ITS,Apresiasi,Apresiasi,0,2
2211,2F28416A-0A99-4AA3-B8FD-8E28D1F937C4,Peserta,Nasional,Kelompok,2020-09-06,2023-12-22,2020-08-23,Calculus Competition (Caption) 2020,Lomba Mandiri atau Umum,Departemen matematika ITS,Apresiasi,Apresiasi,0,2
2212,5B836C0A-05C8-401F-A8C9-8E2B15BDFA91,Juara 1/emas,Lokal,Kelompok,2020-09-06,2023-12-22,2020-08-02,FTK CHAMP,Lomba Mandiri atau Umum,BEM FTK ITS,Juara,Juara 1,0,2
2213,FD276DD3-666B-4DAF-B1B3-8E35A3078AAD,Peserta,Internasional,Kelompok,2020-10-15,2023-12-22,2020-03-16,ASEAN Data Science Explorers,Lomba Mandiri atau Umum,SAP & ASEAN Foundation,Apresiasi,Apresiasi,0,2
2214,7975E2C1-9398-41EA-B42F-8E4495CCD422,Finalis,Nasional,Kelompok,2020-11-02,2023-12-22,2020-07-20,Lomba Karya Tulis ITS Technovation Festival 2020,Lomba Mandiri atau Umum,Lustrum XII Dies Natalis ITS ke-60,Apresiasi,Apresiasi,0,2
2215,EDA26A27-ED2B-4F9A-9B50-8E4D54481D90,Peserta,Regional,Kelompok,2021-01-10,2023-12-22,2021-01-08,3x3_The Millennials,Lomba Mandiri atau Umum,Perbasi dan Koni Jember,Apresiasi,Apresiasi,0,2
2216,271C492E-9FA3-4A55-8251-8E4E16C6F7C5,Finalis,Nasional,Kelompok,2021-02-23,2023-12-22,2021-01-12,SHARIA ECONOMY FESTIVAL,Lomba Mandiri atau Umum,STIE PERBANAS SURABAYA,Apresiasi,Apresiasi,0,2
2217,EBDE73D9-063B-4FE6-BB1C-8E7696272ABB,Peserta,Nasional,Individu,2020-02-08,2023-12-22,2020-02-08,FAI Got Talent 6 (Cabang Lomba Tahfidz),Lomba Mandiri atau Umum,Fakultas Agama Islam (FAI) UMSIDA,Apresiasi,Apresiasi,0,2
2218,BD269A13-155D-4FE7-844D-8E7D99B91D04,Juara 2/perak,Nasional,Individu,2020-12-20,2023-12-22,2020-12-20,Olimpiade Sains Mahasiswa (OSM) POSI bidang bahasa inggris,Lomba Mandiri atau Umum,POSI,Juara,Juara 2,0,2
2219,8E70DE1F-A7B7-4413-A55F-8E8A0B41AA87,Peserta,Nasional,Kelompok,2020-10-10,2023-12-22,2020-07-27,The 5th Construction Management Competition,Lomba Mandiri atau Umum,Universitas Negeri Malang,Apresiasi,Apresiasi,0,2
2220,715432D7-F95A-4A26-83DE-8E96B0497B3E,Peserta,Lokal,Individu,2020-11-21,2023-12-22,2020-11-21,MABA CUP 2020,Lomba Mandiri atau Umum,Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,0,2
2221,1C7FF1C8-0B99-4B01-937D-8EA55EF94BDE,Juara 3/perunggu,Nasional,Kelompok,2021-02-14,2023-12-22,2021-02-13,Lomba E-Sports Mobile legend GEEK BORNEO SEASON 4,Lomba Mandiri atau Umum,GEEK BORNEO,Juara,Juara 3,0,2
2222,B9018B02-4356-4957-BC20-8EA70EBB6033,Juara 2/perak,Regional,Kelompok,2018-10-14,2023-12-22,2018-10-14,Office Festival (Offest) Band Competition 2018,Lomba Mandiri atau Umum,Himpunan Mahasiswa D3 Administrasi Perkantoran Universitas Airlangga,Juara,Juara 2,0,2
2223,49654EF0-AD64-43E1-8781-8EFAB3159B15,Peserta,Nasional,Individu,2020-08-16,2023-12-22,2020-08-14,Future Leader Summit,Lomba Mandiri atau Umum,Nusantara Muda,Apresiasi,Apresiasi,0,2
2224,180DDD9B-B12D-45CB-86B6-8F01DCF0AAAD,Finalis,Nasional,Kelompok,2020-11-15,2023-12-22,2020-07-14,14th Annual Conference of Economic Forum Universitas Sebelas Maret,Lomba Mandiri atau Umum,Himpunan Mahasiswa Jurusan Ekonomi Pembangunan Universitas Sebelas Maret,Apresiasi,Apresiasi,0,2
2225,12E6AEF7-D865-4636-98E0-8F0645B794B5,Peserta,Nasional,Kelompok,2020-05-08,2023-12-22,2020-04-08,Ideathon 2020,Lomba Mandiri atau Umum,Ristek BRIN,Apresiasi,Apresiasi,0,2
2226,32EA7887-49BD-41C2-97F4-8F1CC6B3E861,Peserta,Nasional,Individu,2020-06-25,2023-12-22,2020-04-30,Lomba YCI,Lomba Mandiri atau Umum,PKM UM,Apresiasi,Apresiasi,0,2
2227,6D28856E-BD86-4425-BE6B-8F3DDC62A6FB,Peserta,Nasional,Kelompok,2018-11-05,2023-12-22,2018-11-05,Program Kreativitas Mahasiswa (Upload Simbelmawa),Program Kreativitas Mahasiswa (PKM),Direktorat Jenderal Pembelajaran dan Kemahasiswaan Kemenristekdikti Republik Indonesia,Apresiasi,Apresiasi,1,2
2228,6B8DB993-1694-4967-B0BD-8F83825C1F14,Juara harapan,Internasional,Individu,2019-09-21,2023-12-22,2019-09-19,Semarang International Model United Nations,Lomba Mandiri atau Umum,Universitas Diponegoro,Apresiasi,Apresiasi,0,2
2229,EAB74A7D-770B-489B-866F-8FAB75B7C448,Peserta,Nasional,Kelompok,2020-09-30,2023-12-22,2020-09-01,SATRIA DATA 2020,Lomba Mandiri atau Umum,IPB,Apresiasi,Apresiasi,0,2
2230,F32F69C4-9183-46B5-920F-8FC56BF0E7EC,Juara 2/perak,Nasional,Kelompok,2019-11-12,2023-12-22,2019-11-10,LKTI Nasional BEM FIS UNJ 2019,Lomba Mandiri atau Umum,BEM FIS UNJ,Juara,Juara 2,0,2
2231,B5D583E4-1941-4FE8-B4FA-8FD92C29EA04,Juara 1/emas,Lokal,Kelompok,2019-04-26,2023-12-22,2019-04-05,Information Systems Competition,Lomba Mandiri atau Umum,HMSI ITS,Juara,Juara 1,0,2
2232,FD4DE376-877B-497A-9F5A-9033C85384B7,Finalis,Nasional,Kelompok,2020-11-28,2023-12-22,2020-11-26,Pekan Ilmiah Mahasiswa Nasional (PIMNAS),Program Kreativitas Mahasiswa (PKM),Kementerian Pendidikan dan Kebudayaan Republik Indonesia dan PUSPRESNAS,Apresiasi,Apresiasi,1,2
2233,81E85E3F-105A-44D8-AE26-90433BABDF60,Peserta,Nasional,Kelompok,2020-10-10,2023-12-22,2020-08-16,GREATS USMA VOL. 4,Lomba Mandiri atau Umum,POLITEKNIK NEGERI MALANG,Apresiasi,Apresiasi,0,2
2234,AA2EA902-4A17-41A5-AD32-904C36E5315A,Peserta,Nasional,Individu,2020-11-25,2023-12-22,2020-11-10,Kompetisi Esai Nasional,Lomba Mandiri atau Umum,Himpunan Mahasiswa Teknik Sipil dan Perencanaan Universitas Negeri Yogyakarta,Apresiasi,Apresiasi,0,2
2235,03875126-A60A-4B5A-871F-906E84E84BC4,Peserta,Nasional,Kelompok,2020-10-29,2023-12-22,2020-08-05,Program Kompetisi Mahasiswa (PKM),Program Kreativitas Mahasiswa (PKM),Kementerian Pendidikan dan Kebudayaan Republik Indonesia,Apresiasi,Apresiasi,1,2
2236,22A2189E-BF34-413C-81C3-907067E52E3E,Peserta,Nasional,Individu,2021-01-25,2023-12-22,2020-12-25,"Lomba Cipta Puisi Nasional Tema ""Kenangan""",Lomba Mandiri atau Umum,Menata Jiwa,Apresiasi,Apresiasi,0,2
2237,7F576024-1481-4918-A1C0-909B282564BC,Peserta,Nasional,Individu,2020-12-24,2023-12-22,2020-10-01,Lomba Menulis Cerpen Nasional ke-2 Tema Nostalgia Tahun 2020,Lomba Mandiri atau Umum,Catatan Pena Official,Apresiasi,Apresiasi,0,2
2238,A57386EC-99E8-4EFA-BE02-90B120A31683,Peserta,Nasional,Individu,2020-11-30,2023-12-22,2020-08-19,"Lomba Cipta Puisi Nasional 3 tema ""Merindu""",Lomba Mandiri atau Umum,CV Ikut Lomba Kreasi Media,Apresiasi,Apresiasi,0,2
2239,B51917F1-D3B1-4C6A-AC3A-90CA9B369B8E,Juara 2/perak,Lokal,Kelompok,2019-09-21,2023-12-22,2019-08-23,LKTI Nasional Waste Treatment Week 2.0 2019,Lomba Mandiri atau Umum,Politeknik Perkapalan Negeri Surabaya,Juara,Juara 2,0,2
2240,62235E3B-F852-4BD7-9B2A-90DFBA051716,Finalis,Nasional,Kelompok,2020-10-21,2023-12-22,2020-08-27,Lomba Karya Tulis Ilmiah Aquaculture Festival (AQUAFEST) 2020 IPB University,Lomba Mandiri atau Umum,HIMAKUA (Himpunan Mahasiswa akuakultur) IPB,Apresiasi,Apresiasi,0,2
2241,61BAA085-28CD-4276-A0EF-90E02C2BF08A,Juara 2/perak,Lokal,Kelompok,2020-08-29,2023-12-22,2020-08-11,FTK CHAMP 2020,Lomba Mandiri atau Umum,BEM FTK ITS,Juara,Juara 2,0,2
2242,D3D0D97B-D7A2-44F2-96C5-90ED1F687257,Finalis,Nasional,Kelompok,2020-08-14,2023-12-22,2020-07-20,Energy Idea & Action Plan Challenge 2020,Lomba Mandiri atau Umum,Kementerian Energi dan Sumber Daya Mineral,Apresiasi,Apresiasi,0,2
2243,8983FB1A-4439-42C6-A33D-90ED5C9DCC08,Juara harapan,Lokal,Individu,2020-10-11,2023-12-22,2020-09-30,ITS VOCATIONAL ESSAY COMPETITION,Lomba Mandiri atau Umum,BEM VOKASI ITS,Apresiasi,Apresiasi,0,2
2244,041376D3-6DE4-49B0-84C9-90FFA828DC53,Peserta,Nasional,Kelompok,2020-11-14,2023-12-22,2020-11-13,polban online chess competition,Lomba Mandiri atau Umum,Politeknik Negeri Bandung,Apresiasi,Apresiasi,0,2
2245,3340CBAF-60D7-4B3D-9B45-910EE4269301,Peserta dengan pengakuan/apresiasi,Nasional,Individu,2020-06-30,2023-12-22,2020-03-03,Business Plan UHAMKA,Kompetisi Bisnis Mahasiswa Indonesia (KBMI),Universitas Muhammadiyah Dr Hamka,Apresiasi,Apresiasi,1,2
2246,205D091C-048E-44E9-856D-91203A9091CB,Peserta,Nasional,Kelompok,2020-10-02,2023-12-22,2020-08-20,Satria Data 2020,Lomba Mandiri atau Umum,Himpunan Mahasiswa Profesi Depatemen Statistika IPB,Apresiasi,Apresiasi,0,2
2247,5873BD6B-82D8-48D9-BC1D-9138051E410E,Peserta,Internasional,Individu,2020-12-06,2023-12-22,2020-12-05,Global Millenial Model United Nations 2.0,Lomba Mandiri atau Umum,Global Millenial Model United Nations,Apresiasi,Apresiasi,0,2
2248,9001E69A-2DBD-4E8D-87CF-9170E8FE6C87,Peserta,Nasional,Individu,2020-09-01,2023-12-22,2020-08-01,Krearture Volume 1,Lomba Mandiri atau Umum,"TATAMATRA ""Architecture Consultant""",Apresiasi,Apresiasi,0,2
2249,9C212D0E-900C-4020-B512-9194670B96F5,Peserta,Lokal,Individu,2020-12-18,2023-12-22,2020-11-08,Lomba Essay MABA CUP 2020,Lomba Mandiri atau Umum,Lembaga Minat Bakat ITS,Apresiasi,Apresiasi,0,2
2250,80586261-7AD9-40A9-BA38-91AF57B127F1,Juara 1/emas,Nasional,Individu,2020-12-20,2023-12-22,2020-12-20,Olimpiade Sains Mahasiswa,Lomba Mandiri atau Umum,POSI,Juara,Juara 1,0,2
2251,CDAD5DA4-8216-42C0-9084-9221CEA81220,Peserta,Lokal,Individu,2020-09-01,2023-12-22,2020-04-14,Biologi Writing Competition,Lomba Mandiri atau Umum,HIMABITS 2019/2020,Apresiasi,Apresiasi,0,2
2252,F3FD7AF1-B58E-413C-9D04-9236115BD353,Juara 2/perak,Internasional,Kelompok,2020-10-17,2023-12-22,2020-10-17,Oil Rig Design Competitions Petrolida 2020,Lomba Mandiri atau Umum,SPE ITS SC,Juara,Juara 2,0,2
2253,85581F8A-7F6E-4A6D-9AEB-925C501C841B,Peserta,Nasional,Individu,2020-10-27,2023-12-22,2020-08-31,"Call For Essays ""Energy, Sustainability & Society: Idemu Untuk Negeri""",Lomba Mandiri atau Umum,Kementrian Energi dan Sumber Daya Mineral Dirjen Ketenagalistrikan,Apresiasi,Apresiasi,0,2
2254,519C6891-483C-460C-BD2D-925FDD9D2A03,Peserta,Nasional,Kelompok,2019-05-12,2023-12-22,2019-03-08,Earthquake Resistant Design Competition (ERDC) Petra Civil Expo 2019,Lomba Mandiri atau Umum,Universitas Kristen Petra (UK Petra),Apresiasi,Apresiasi,0,2
2255,0910226C-9BE3-4FF0-9643-9270617483AC,Finalis,Nasional,Kelompok,2019-11-19,2023-12-22,2019-10-17,Metallurgy and Materials Challenge 2019,Lomba Mandiri atau Umum,Institut Teknologi Bandung,Apresiasi,Apresiasi,0,2
2256,C91CC01B-DE0E-4140-B9AE-92AAE052B89B,Juara 3/perunggu,Nasional,Individu,2021-02-14,2023-12-22,2021-02-14,Kompetisi Sains Indonesia POSI tahun 2021,Lomba Mandiri atau Umum,Pelatihan Olimpiade Sains Indonesia,Juara,Juara 3,0,2
2257,DFCDE0D6-26B8-4DD4-96A4-92B54123D050,Peserta,Lokal,Individu,2019-03-23,2023-12-22,2019-03-23,Pekan Olahraga Mahasiswa ITS (POMITS),Lomba Mandiri atau Umum,ArcheryITS,Apresiasi,Apresiasi,0,2
2258,76A38962-5C90-47B3-835B-92DD1018D254,Peserta,Nasional,Individu,2020-11-30,2023-12-22,2020-09-01,"Lomba Desain Motif Batik ""Eksplorasi Desain Moif Batik Berbasis Relief Borobudur""",Lomba Mandiri atau Umum,Kementerian Pendidikan dan Kebudayaan Direktorat Jenderal Kebudayaan Balai Konservasi Borobudur,Apresiasi,Apresiasi,0,2
2259,A9D643DB-46C4-4151-ACB8-92DD37788CC4,Juara 2/perak,Lokal,Kelompok,2020-12-19,2023-12-22,2020-12-19,FTK IDEA COMPETITION 2020,Lomba Mandiri atau Umum,BEM FTK-ITS,Juara,Juara 2,0,2
2260,2CEC1ADB-19AE-4520-9D14-92E43E2EF064,Juara harapan,Nasional,Individu,2020-11-14,2023-12-22,2020-11-01,Lomba Menulis Ceritaku Meraih Kampus Impian,Lomba Mandiri atau Umum,PT. Inspirasi Mandiri Nusantara,Apresiasi,Apresiasi,0,2
2261,8FEE4E21-01DA-4650-81ED-92E546C45F16,Peserta,Nasional,Kelompok,2020-11-25,2023-12-22,2020-10-03,lomba komik jalur rempah,Lomba Mandiri atau Umum,kemendikbud,Apresiasi,Apresiasi,0,2
2262,B6348A77-1268-43AA-8F75-92ECED3507C0,Finalis,Nasional,Kelompok,2021-01-08,2023-12-22,2020-11-12,COMPUTERUN 2020,Lomba Mandiri atau Umum,Binus University,Apresiasi,Apresiasi,0,2
2263,0F1A26C2-1687-4FF3-BE3E-933B04B68717,Finalis,Nasional,Kelompok,2020-07-05,2023-12-22,2020-03-18,LKTI BORN 5 2020,Lomba Mandiri atau Umum,Universitas Negeri Jember,Apresiasi,Apresiasi,0,2
2264,C104D600-4330-4004-A0DA-934ACD411D27,Peserta,Nasional,Kelompok,2020-12-17,2023-12-22,2020-10-05,Business Model Canvas Competition The 10th UI Studentpreneurs,Lomba Mandiri atau Umum,Badan Eksekutif Mahasiswa Fakultas Ekonomi dan Bisnis Universitas Indonesia,Apresiasi,Apresiasi,0,2
2265,98BF4BD3-1269-4C61-949C-934B11942809,Peserta,Nasional,Individu,2020-03-15,2023-12-22,2020-02-13,Bharatika Lamp Armature Competition,Lomba Mandiri atau Umum,Universitas Kristen Petra,Apresiasi,Apresiasi,0,2
2266,8B851E04-A553-4106-BFD9-9370B662BFC4,Juara harapan,Nasional,Kelompok,2020-10-23,2023-12-22,2020-09-12,Pagelaran Mahasiswa Nasional Bidang TIK ke-13 Cabang Lomba Pengembangan Perangkat Lunak,Pagelaran Mahasiswa Bidang TIK (GEMASTIK),"Pusat Prestasi Nasional, Kementerian Pendidikan dan Kebudayaan",Apresiasi,Apresiasi,1,2
2267,3D3C97C4-9141-4947-99D5-937C3015DB1D,Peserta,Nasional,Individu,2020-08-06,2023-12-22,2020-08-06,Program Kreativitas Mahasiswa (PKM),Program Kreativitas Mahasiswa (PKM),"Dirjen Pembelajaran dan Kemahasiswaan Kementerian Riset, Teknologi, dan Pendidikan Tinggi",Apresiasi,Apresiasi,1,2
2268,449D5633-DCE1-46EE-A8F5-938688DF0DB9,Peserta,Nasional,Kelompok,2020-12-31,2023-12-22,2020-12-01,"Volunteer Plan Competition 2020 "" Ide Kegiatan Relawan Dalam Rangka Mengabdikan Diri Dalam Negeri""",Lomba Mandiri atau Umum,Kejar Mimpi Palembang,Apresiasi,Apresiasi,0,2
2269,2329EA23-E7A1-4D71-B01A-93A6F84AEED1,Peserta,Nasional,Kelompok,2020-08-01,2023-12-22,2020-07-01,The 9th StudentsXCEOs Grand Summit Business Case Competition,Lomba Mandiri atau Umum,StudentsXCEOs Bandung Chapter,Apresiasi,Apresiasi,0,2
2270,59683B2E-9E69-4077-987F-93ACCA12142A,Peserta,Nasional,Kelompok,2020-10-05,2023-12-22,2020-09-21,Diponegoro Business Case Competition,Lomba Mandiri atau Umum,MSA FEB Universitas Diponegoro,Apresiasi,Apresiasi,0,2
2271,F42232BC-94C6-4102-A9A4-93B0EFFE6777,Juara 1/emas,Nasional,Individu,2020-12-20,2023-12-22,2020-12-20,Olimpiade Sains Mahasiswa,Lomba Mandiri atau Umum,Pelatihan Olimpiade Sains Indonesia,Juara,Juara 1,0,2
2272,DAA9EC02-29C3-46E6-8553-93E19BF00826,Peserta dengan pengakuan/apresiasi,Nasional,Individu,2019-08-01,2023-12-22,2019-06-28,Arch Project,Lomba Mandiri atau Umum,Departemen Arsitektur ITS,Apresiasi,Apresiasi,0,2
2273,66A7CBBC-A64C-4286-9AA9-93E50FDF1C12,Peserta,Lokal,Kelompok,2020-09-01,2023-12-22,2020-04-14,Biology Writing Competition,Lomba Mandiri atau Umum,Biologi ITS,Apresiasi,Apresiasi,0,2
2274,AC9F50B8-B2EB-4412-8B83-93E7C3174C22,Finalis,Nasional,Kelompok,2020-09-19,2023-12-22,2020-05-28,"KBMK (Kompetisi Mahasiswa Nasional Bidang Ilmu Bisnis,  Manajemen dan Keuangan)",Lomba Mandiri atau Umum,Pusat Prestasi Nasional bekerjasama dengan ITB,Apresiasi,Apresiasi,0,2
2275,124832C6-E07B-4912-BF3E-93FEBDDF9F29,Juara 1/emas,Nasional,Kelompok,2020-12-20,2023-12-22,2020-12-19,ISLI CAMP 2020 Creative Video Content Competition,Lomba Mandiri atau Umum,Institut Supply Chain dan Logistik Indonesia,Juara,Juara 1,0,2
2276,D8C4B0D7-6B2D-4C12-BAF4-940B9C7A0577,Peserta,Nasional,Kelompok,2020-11-30,2023-12-22,2020-10-15,"Lomba DESAIN INTERIOR ""New Normal Cafe""",Lomba Mandiri atau Umum,Universitas Esa Unggul,Apresiasi,Apresiasi,0,2
2277,1B22C66E-DF7F-4A4D-B1F5-941973B8CAEB,Juara harapan,Nasional,Kelompok,2019-11-16,2023-12-22,2019-11-14,Kompetisi Mobil Listrik Indonesia,Lomba Mandiri atau Umum,Politeknik Negeri Bandung,Apresiasi,Apresiasi,0,2
2278,701DA9D1-5C8F-435D-9F44-9429BF6030BC,Juara 1/emas,Internasional,Kelompok,2020-11-29,2023-12-22,2020-11-27,"World Invention and Technology Expo, Indonesia Inventors Day",Lomba Mandiri atau Umum,INNOPA,Juara,Juara 1,0,2
2279,36B169B0-8BC2-4ECA-A170-94304E2222A3,Peserta,Nasional,Kelompok,2020-10-24,2023-12-22,2020-09-01,Competition of Mapping and Analysis,Lomba Mandiri atau Umum,Departemen Teknik Geomatika ITS,Apresiasi,Apresiasi,0,2
2280,AD17D2F1-8060-4DC1-8F5B-9491C743389B,Finalis,Nasional,Kelompok,2020-11-15,2023-12-22,2020-11-15,MAGE 6 (Multimedia and Game Event),Lomba Mandiri atau Umum,Departemen Teknik Komputer - ITS,Apresiasi,Apresiasi,0,2
2281,15350C07-6425-47DC-B535-94A7820FCD7F,Peserta,Nasional,Kelompok,2019-09-15,2023-12-22,2019-04-23,EPSILON 2019,Lomba Mandiri atau Umum,Departemen Teknik Nuklir dan Teknik Fisika UGM,Apresiasi,Apresiasi,0,2
2282,BA0C8519-49EA-4729-856D-94D60A187971,Peserta,Nasional,Kelompok,2019-10-20,2023-12-22,2019-10-19,Marifest Deconbotion Universitas Diponegoro 2019,Lomba Mandiri atau Umum,Departemen S1 Teknik Perkapalan Fakultas Teknik Universitas Diponegoro,Apresiasi,Apresiasi,0,2
2283,BB4C3570-CEDE-48B9-8C68-94F90BC355A9,Juara 1/emas,Lokal,Kelompok,2020-09-10,2023-12-22,2020-08-10,FTK CHAMP  2020,Lomba Mandiri atau Umum,BEM FTK ITS,Juara,Juara 1,0,2
2284,9B313ABD-A7B0-4B55-95DC-950A254A689A,Juara 2/perak,Nasional,Individu,2020-11-11,2023-12-22,2020-10-13,Phystival 2020,Lomba Mandiri atau Umum,Himpunan Mahasiswa Fisika Universitas Sebelas Maret,Juara,Juara 2,0,2
2285,149FDB9B-088C-4136-B90A-9516D62E9058,Peserta,Nasional,Individu,2019-05-03,2023-12-22,2019-04-12,"Violet Competition 11, Kompetisi basket se Jawa Timur",Lomba Mandiri atau Umum,Fakultas Kesehatan Masyarakat Universitas Airlangga,Apresiasi,Apresiasi,0,2
2286,7F0715B0-E4B4-49EE-8964-952EB4EEE671,Peserta,Nasional,Kelompok,2021-01-16,2023-12-22,2020-10-26,LOMBA ESAI NASIONAL 2020,Lomba Mandiri atau Umum,Kopma Bahtera Manunggal,Apresiasi,Apresiasi,0,2
2287,6873F0C1-DCFC-4997-96AF-955784BB8ABC,Peserta,Nasional,Kelompok,2020-09-30,2023-12-22,2020-08-10,Pendanaan PKM,Program Kreativitas Mahasiswa (PKM),Direktorat Jenderal Pendidikan Tinggi Kementerian Pendidikan dan Kebudayaan Republik Indonesia,Apresiasi,Apresiasi,1,2
2288,60BE02AD-23C8-4743-87A6-958C2A52FEA4,Peserta,Nasional,Individu,2020-11-30,2023-12-22,2020-11-10,Lomba cipta quote nasional,Lomba Mandiri atau Umum,event kreasi,Apresiasi,Apresiasi,0,2
2289,9AF84667-AA05-4AF4-A169-95CCF1A54B85,Juara 3/perunggu,Nasional,Individu,2019-11-10,2023-12-22,2019-11-03,Airlangga Cup 2019,Lomba Mandiri atau Umum,UKM Softball Universitas Airlangga,Juara,Juara 3,0,2
2290,7B9DA504-72C6-4162-9C3A-95DC99ADBB49,Peserta,Nasional,Kelompok,2020-11-28,2023-12-22,2020-11-28,National Data Science Challenge 2020,Lomba Mandiri atau Umum,Shopee,Apresiasi,Apresiasi,0,2
2291,DBF76A25-2A9A-4BD0-AD96-9601E1366EB2,Juara 1/emas,Nasional,Individu,2020-12-12,2023-12-22,2020-11-19,Lomba Essay ENVIRONPATH 2020,Lomba Mandiri atau Umum,"HIMPUNAN MAHASISWA JURUSAN KESEHATAN LINGKUNGAN PERIODE 2020-2021 POLTEKKES KEMENKES MAKASSAR,",Juara,Juara 1,0,2
2292,49807AC6-F158-4108-9A7B-961FE178376E,Peserta,Nasional,Individu,2020-12-03,2023-12-22,2020-11-17,Lomba Poster FIP 2020,Lomba Mandiri atau Umum,Universitas Negeri Surabaya,Apresiasi,Apresiasi,0,2
2293,3A7622FD-F492-4B12-9381-9644BC5B96B5,Juara 2/perak,Nasional,Kelompok,2021-01-24,2023-12-22,2020-10-24,Borneo Scientific Fair 4,Lomba Mandiri atau Umum,UKM PP Lisma Universitas Tanjungpura,Juara,Juara 2,0,2
2294,E696E5CC-2FB4-4BF6-A399-964E917E4527,Peserta,Nasional,Individu,2019-11-17,2023-12-22,2019-11-14,Parahyangan National Model United Nations 2019,Lomba Mandiri atau Umum,Universitas Katolik Parahyangan,Apresiasi,Apresiasi,0,2
